title;name;Commentaire (Contenu);Commentaires (Professeur);Contenu;Pédagogie;points
Théorie & comportement organi.;Fabrice Cavarretta;Bon cours, bons concepts, et bonne discussions. Le format et support de cours est intéressant, le final term est simple : 1h un cas à étudier. Il faut vraiment assister aux séances pour que ce soit utile.;"Bon prof, bonne expérience pro qu'il partage, bien connecté au monde professionnel, de bons conseils. Un peu ""flemmard"" se repose sur ses acquis, il pourrait en faire plus pour rendre son cours vraiment bien. Mais la pédagogie est bien, et les échanges en classe intéressant.";7;7;51
Mergers and Acquisitions;Sridhar Arcot;Cours très intéressant. 3 cas à rendre en groupe et un partiel plutôt difficile.;Très bon prof.;9;9;37
Finance immobilière;Michel Baroni;Intéressant pour ceux qui veulent bosser dans ce secteur. Beaucoup de cas pratique, mais très matheux à la fin.;Bon prof mais pas transcendant. Il faut s'accrocher pour suivre pendant les derniers cours.;6;5;
Innovation Process Management;Xavier Pavie;Cours intéressant, où Pavie fait son show, avec des intervenants une semaine sur deux. Evidemment, on parle (beaucoup) de Schumpeter, mais hormis ça, on parle de management dans l'entreprise, donc c'est cool;"Pavie quoi - très sympa, très cool, parle un anglais effroyable; hormis ça, plein d'énergie et il aime ce qu'il dit, du coup le cours est bien. Se valide tranquillementreprise";8;8;15
Introduction à l'Amérique Latine - niveau B/C;Carmen GOMEZ DE LA TORRE;;;7;8;
Business Economics;Frédéric Jenny;great class ;awesome prof ! one of the best in ESSEC ;9;10;25
Monnaie et banque;André Fourçans;Le contenu global du cours est intéressant. On y apprend les principales théories économiques;Le professeur manque de rigueur, on ne suit pas trop où il veut venir, le cours n'est pas structuré ca le rend très difficile à suivre et comprendre. Seuls les assistanats permettait de s'en sortir un peu. ;5;2;20
Français débutant suite de la FTS - niveau D;Brigitte OEHLER;Good;Good;8;8;5
Principles of Finance;Jocelyn Martel;Hyper intéressant et vraiment fondamental pour le coup. Connu pour être un cours difficile, c'est pourtant pas la mort... Si on est déjà ingénieur. Sinon, les doubles sommes au premier cours peuvent faire peur. Il faut absolument travailler durant tout le semestre et gérer le midterm pour ne pas avoir de surprise. Eviter aussi les assistanats avec des assistants chinois qui ne savent pas répondre aux questions.;Martel est LE prof à prendre pour ce cours. Rigoureux, explique très bien, sais détendre l'atmosphère quand il faut et se fait respecter. Faites le parler en français si vous voulez rigoler un coup. ;9;9;23
Chinois Langue et Culture (1) - niveau C;Jean-Yves FENG;Niveau trop heterogène, mais monsieur Feng fait de son mieux pour rendre le cours interessant pour tous;Meilleur prof;9;10;
Excel avancé pour managers;Eric Plantier;"Cours d'apparence assez basique pour qui a déjà un peu d'expérience d'Excel mais on découvre des astuces incroyables par ci par là qui font gagner un temps fou. Surtout utile d'un point de vue ""pratique"" en entreprise, comment créer les fichiers Excel les plus évolutifs et intuitifs possibles. Intéressant pour tout le monde donc. Pas de travail ""obligatoire"" à faire chez soi mais des cas d'une quarantaine de minutes toutes les deux semaines sont à faire (pas à rendre) pour s'entraîner. Poly autorisés au partiel (2h d'exos pratique sur ordi).";Prof très clair, à l'écoute, qui propose un SAV Excel même après la fin des cours. Prépare bien pour l'examen final. Ne fait pas l'appel.;8;9;41
Financial Markets;Patrick Legland;Le cours a beau lieu s'intitulé financial markets, vous allez faire de la corpo en vrai. En fait on regarde toutes les opérations des sociétés sur les marchés mais sous l'angle d'un corpo finance. C'est plutôt sympa même si je n'ai absolument pas suivi. / Le partiel est dur mais le prof fait valider tout le monde... absolumentreprise ;C'est un professeur très très sympa qui est à l'écoute de ses élèves et qui n'hésite pas à demander si cela ne va pas trop vite ou ce qu'on pense carrément de l'exercice et du dossier que l'on traite.  / Concernant la notation, le prof s'en fout en fait, il fait valider tout le monde (j'en suis le parfait exemple) mais vraiment tout le monde. Ne vous inquiétez pas!;7;9;70
Negotiation Workshop;Séverine Lebrun-Kuan;Le cours est intégralement calqué sur le manuel de référence (au demeurant assez intéressant) et offre des mises en situation très abstraites qui pourront néanmoins intéresser ceux qui se destinent à la médiation ou aux carrières diplomatiques. Je me suis pour ma part profondément ennuyée.;Professeurs très sympathiques mais qui lisent beaucoup leurs slides, elles-mêmes recopiées sur le manuel de référence. Les debriefings post-simulations partent régulièrement dans tous les sens. ;4;6;25
Business Economics;Frédéric Jenny;Cours intéressant pour ceux qui aiment l'éco, c'est un fonda quoi;Le professeur a un peu du mal à capter l'attention, il fait des petites interros parfois en cours ce qui est bof. On peut avoir les ordis par contre;5;5;
Consumer Behavior;Laurence Verdickt;Assez pipo mais bien pour dormir ou finir ses travaux de groupe;Prof adorable et à l'écoute;4;7;1
Introduction à l'Amérique Latine - niveau B/C;Carmen GOMEZ DE LA TORRE;Cours très tradi qui rappelle nos cours de lycée. Sujets plutôt intéressants sur l'histoire politique, sociale, géo, de l'Amérique Latine. Cours moyennement interactif, vieillot, parfois assez ennuyeux mais qui demande pas trop de boulot (2 Quizz (1 oral et 1 écrit), 1 exposé).;Carmen est très gentille, passionnée par les populations indigènes dont elle est issue. C'est vraiment la prof d'espagnol par excellence, très tradi avec des slides et des vidéos qui datent d'il y a 10 ans (et plus...).;5;7;
Marketing Management (in English);Albert Bemmaor;Cours ininteressant;Un des pires professeurs que j'ai eu;0;1;21
Business Economics;Frédéric Jenny;;;6;6;
Fondements de la finance;Patrice Poncet;C'est un fonda, pas très digeste car pas très intéressant ;Très mauvais, extrêmement méprisant avec les élèves s'ils n'ont pas compris un élément du cours qu'il considère comme simple;4;0;40
Principles of Finance;Jocelyn Martel;;Great teacher with clear mindset and good presentation skills.;10;10;45
Finance immobilière;Michel Baroni;Très bien, pratique et très complet, mais vraiment axé finance (MEDAF pour de l'immo ...). Il vaut mieux aimer l'immo ou la finance pour prendre ce cours.;Très bon dans son domaine et tant que ça va dans son sens tout va. Il faut que le cours avance et le fait savoir. Sinon très bien.;8;7;4
Managing IT in the Digital Age;Julien Malaurent;Very boring and not so useful course. Many and diverse topics covered but never got in the detail for each of one. If you are planning to attend this course for learning something about managing IT systems or new technologies, don't choose it!;Case studies and front-end lectures were ok, but boring overall. Group project quite silly and not very adapt for master program students;5;4;
Gestion de projet;Thierry Louis;Cours plutôt intéressant. Des applications Excel lorsque Fouad EL OUARDIGHI fait le cours. Des conseils pratiques lorsque Thierry LOUIS fait le cours. Bien d'avoir les deux aspects. Parfois un peu répétitif.;;7;7;
Managing IT in the Digital Age;Julien Malaurent;Bof;"Bon prof. Beaucoup de recyclage de l'électif de PI ""Technologies du futur"". Notation détente.";10;10;
Concevoir un projet d'entreprise;Hamid Bouchikhi;Le concours consiste à développer un business model d'une start up. Le travail est à faire en groupe de 4, et le sujet doit être choisi pendant le premier cours. En gros, il faut tomber sur le bon groupe et venir avec une idée de start up intéressante.;Les 3h se divisent en 1ere partie théorique souvent intéressante et une 2nde partie d'avancement en groupe. Le prof peut mettre des sales notes.;7;8;30
Principles of Finance;Jocelyn Martel;A chier.;Mieux que les autres, au moins il essaye d'expliquer;;3;60
Finl Accounting & Reporting;Luc Paugam;Very practical. ;Interesting. I'm just not very accustomed to his rhythm of speaking English.;8;8;
Chef de produit;Stéphanie Villot;Cours bien organisé, clair. Aide à avoir un bon aperçu du métier de chef de produit. Cas intéressants. Par contre, être prêt à entendre parler encore et encore de Mondelez et -surtout- de Petit Ecolier de Lu...;Sympa, jeune (quoi qu'un peu caricaturale par moment), très dispo pour les élèves. Est passée l'an dernier du marketing aux RH, donc bonne clé d'entrée pour ceux qui souhaiteraient bosser chez Mondelez...;8;7;
Droit & politiques de l'Europe;Viviane de Beaufort;Bof;Bof Bof;5;5;4
Droit des contrats;Anne-Sophie Barthez;Cours très intéressant, avec les notions de base: comment est définit un contrat dans le droit français;Excellente!!! Prof hyper à l'écoute des étudiants, a réussi à adapter son cours entre ceux qui n'avaient jamais fait de droit et ceux suivant le cursus droit. Beaucoup d'exemples très concrets de la vie de tous les jours.  / Prof très drôle, pas du tout regardante sur les retards mais fait l'appel à chaque cours. Pas de partiel mais un devoir maison à rendre après les vacances de Noel ;9;10;
Management of Organizations;Gilles Van Wijk;Cours Moyen... Assez bullshit et très facile à valider avec une note très correcte sans beaucoup de travail (2 mémo d'une page à écrire et c'est tout pour le travail individuel !). Pas d'exam final mais un cas en groupe (open internet) et grosse partie de la note sur la participation.;Prof correct, impliqué mais pas nécessairement super intéressant... Certains cas traités en cours sont en revanche assez inédit (management de crise par exemple). Prof qui note large !;5;7;28
